distance_bin,P_t_dB,MCS,numerology,protocol_type,num_lanes,success,PIR,cumulative_PDR,cumulative_PIR
410.0,23,4,0,0,4,0.26248022233367985,0.38098108539726205,0.640329826293048,0.18470863625659553
410.0,23,4,0,2,4,0.5067644156930613,0.19733035095457122,0.804970010561737,0.1293361917638732
410.0,23,11,0,0,4,0.2791936428920773,0.3581743443874012,0.6404212453052925,0.18558298604196438
410.0,23,11,0,2,4,0.4194803423739963,0.23839019352864682,0.8007301974118812,0.13472086974702832
420.0,23,4,0,0,4,0.25174553089524443,0.3972265153799759,0.6312929822140294,0.1896509125152788
420.0,23,4,0,2,4,0.48768784056413444,0.20504919680655703,0.7975913554455135,0.13109695932300539
420.0,23,11,0,0,4,0.2682347694694369,0.3728077467279802,0.6317657458672493,0.18993705024396473
420.0,23,11,0,2,4,0.4020911002396271,0.24869985916227638,0.7914595207334567,0.13737154391947595
430.0,23,4,0,0,4,0.23650623032558477,0.422821842208282,0.6223205560347466,0.19495025182648343
430.0,23,4,0,2,4,0.47126041576349376,0.21219690144776746,0.7901747431800131,0.13294013982584088
430.0,23,11,0,0,4,0.2576269120879617,0.3881582059480531,0.6232625905540837,0.19444207650996678
430.0,23,11,0,2,4,0.3831900525778077,0.2609671084290341,0.7821806691844646,0.14018053402196592
440.0,23,4,0,0,4,0.22766546749713631,0.4392409665785517,0.6135504429561329,0.20037893437652934
440.0,23,4,0,2,4,0.4534507442201661,0.22053111892445484,0.7826919876475722,0.1348866060280323
440.0,23,11,0,0,4,0.24481089231622796,0.4084785568724927,0.6148525528154648,0.1991984427402451
440.0,23,11,0,2,4,0.3682707771482297,0.2715393297680794,0.7729826715836594,0.14309961837187954
450.0,23,4,0,0,4,0.212514730833201,0.470555615641008,0.6048322753012867,0.20625234049097457
450.0,23,4,0,2,4,0.4294246692062333,0.23286971422681477,0.7750122633336298,0.13701667359757105
450.0,23,11,0,0,4,0.2391312519578156,0.41818038914311667,0.6066846984489941,0.2039589198359597
450.0,23,11,0,2,4,0.3557787993322697,0.2810735214905478,0.7639130221868902,0.14609905104837234
460.0,23,4,0,0,4,0.19997438970886136,0.5000640339274842,0.5962182777354903,0.21250365311728325
460.0,23,4,0,2,4,0.4134523723248282,0.24186582710289825,0.7673194996951448,0.1392475066508759
460.0,23,11,0,0,4,0.23018914653189382,0.4344253476179622,0.5986741547911835,0.20886246085259808
460.0,23,11,0,2,4,0.34166961180037575,0.29268040395241857,0.754929119838241,0.14921780323782013
470.0,23,4,0,0,4,0.19434598261606953,0.5145462677124126,0.5878459382538358,0.21879620758801513
470.0,23,4,0,2,4,0.4013194787133821,0.24917803721014722,0.7596944992580248,0.14153772603752737
470.0,23,11,0,0,4,0.22507922040760092,0.44428801476612456,0.5908909269915255,0.2137671598924632
470.0,23,11,0,2,4,0.3310624561601062,0.30205780854727504,0.7460985643449464,0.15240197001510045
480.0,23,4,0,0,4,0.18167663471578288,0.5504285135864676,0.5795567687938755,0.22556421383288153
480.0,23,4,0,2,4,0.38074497009244157,0.2626429969008412,0.7519608353975026,0.144009262177595
480.0,23,11,0,0,4,0.21832923180606753,0.45802387143846,0.5832876270897814,0.21875199074034068
480.0,23,11,0,2,4,0.31762697685985913,0.314834718979557,0.7373542462330058,0.15571692407559956
490.0,23,4,0,0,4,0.17044934821434116,0.5866845549579301,0.5713746203822848,0.2327866206553825
490.0,23,4,0,2,4,0.3609969931602657,0.2770106175250183,0.744141558552758,0.14666928928454348
490.0,23,11,0,0,4,0.20820761784145983,0.4802898233826643,0.5757860269048151,0.22398274739318716
490.0,23,11,0,2,4,0.30571924854049426,0.32709749378686714,0.7287215462791556,0.1591445354698249
500.0,23,4,0,0,4,0.17523640050487285,0.5706576927618373,0.5636072043062571,0.23941154363786196
500.0,23,4,0,2,4,0.3619492077273714,0.27628185907046476,0.736647590889515,0.14921071222152232
500.0,23,11,0,0,4,0.2024735274652548,0.49389172625127686,0.5684661739746276,0.22927508031197325
500.0,23,11,0,2,4,0.2973868152953538,0.33626238574391276,0.7202640025343752,0.162617434494807
